barrio,dump_date_month,dump_date_year,precio_unitario_mediana,property_type,state_name,superficies_mediana
Esteban Echeverría,6,2014,1079.2872292076959,house,Bs.As. G.B.A. Zona Sur,222.5
Esteban Echeverría,7,2014,1085.4037267080746,house,Bs.As. G.B.A. Zona Sur,205.0
Esteban Echeverría,8,2014,999.9975,house,Bs.As. G.B.A. Zona Sur,230.0
Esteban Echeverría,9,2014,934.782608695652,house,Bs.As. G.B.A. Zona Sur,303.0
Esteban Echeverría,10,2014,611.25,house,Bs.As. G.B.A. Zona Sur,372.5
Esteban Echeverría,11,2014,610.0,house,Bs.As. G.B.A. Zona Sur,362.5
Esteban Echeverría,12,2014,583.3333333333334,house,Bs.As. G.B.A. Zona Sur,380.0
Esteban Echeverría,1,2015,541.6666666666667,house,Bs.As. G.B.A. Zona Sur,372.5
Esteban Echeverría,2,2015,514.2045454545455,house,Bs.As. G.B.A. Zona Sur,390.0
Esteban Echeverría,3,2015,415.05847953216374,house,Bs.As. G.B.A. Zona Sur,560.0
Esteban Echeverría,4,2015,500.0,house,Bs.As. G.B.A. Zona Sur,750.0
Esteban Echeverría,5,2015,525.2257799671593,house,Bs.As. G.B.A. Zona Sur,795.0
Esteban Echeverría,6,2015,523.75,house,Bs.As. G.B.A. Zona Sur,800.0
Esteban Echeverría,7,2015,500.0,house,Bs.As. G.B.A. Zona Sur,380.0
Esteban Echeverría,8,2015,500.0,house,Bs.As. G.B.A. Zona Sur,760.0
Esteban Echeverría,9,2015,575.0,house,Bs.As. G.B.A. Zona Sur,375.0
Esteban Echeverría,10,2015,575.6152460984393,house,Bs.As. G.B.A. Zona Sur,395.0
Esteban Echeverría,11,2015,575.0,house,Bs.As. G.B.A. Zona Sur,390.0
Esteban Echeverría,12,2015,575.6152460984393,house,Bs.As. G.B.A. Zona Sur,377.5
Esteban Echeverría,1,2016,558.1395348837209,house,Bs.As. G.B.A. Zona Sur,340.0
Esteban Echeverría,2,2016,707.6923076923077,house,Bs.As. G.B.A. Zona Sur,325.0
Esteban Echeverría,3,2016,679.1189146831227,house,Bs.As. G.B.A. Zona Sur,341.0
Esteban Echeverría,4,2016,730.7692307692308,house,Bs.As. G.B.A. Zona Sur,345.0
Esteban Echeverría,5,2016,636.0498128790812,house,Bs.As. G.B.A. Zona Sur,375.0
Esteban Echeverría,6,2016,1058.0882352941176,house,Bs.As. G.B.A. Zona Sur,300.0
Esteban Echeverría,7,2016,1083.7962962962963,house,Bs.As. G.B.A. Zona Sur,310.0
Esteban Echeverría,8,2016,1150.0,house,Bs.As. G.B.A. Zona Sur,270.0
Esteban Echeverría,9,2016,1272.7272727272727,house,Bs.As. G.B.A. Zona Sur,252.0
Esteban Echeverría,10,2016,1350.0,house,Bs.As. G.B.A. Zona Sur,250.0
Esteban Echeverría,11,2016,1315.7894736842104,house,Bs.As. G.B.A. Zona Sur,252.0
Esteban Echeverría,12,2016,1304.9535603715171,house,Bs.As. G.B.A. Zona Sur,245.5
Esteban Echeverría,1,2017,1250.0,house,Bs.As. G.B.A. Zona Sur,265.0
Esteban Echeverría,2,2017,1104.6511627906978,house,Bs.As. G.B.A. Zona Sur,270.0
Esteban Echeverría,3,2017,1034.6153846153848,house,Bs.As. G.B.A. Zona Sur,290.0
Esteban Echeverría,4,2017,773.8643462739847,house,Bs.As. G.B.A. Zona Sur,362.0
Esteban Echeverría,5,2017,1000.0,house,Bs.As. G.B.A. Zona Sur,280.0
Esteban Echeverría,6,2017,1035.7142857142858,house,Bs.As. G.B.A. Zona Sur,290.0
Esteban Echeverría,7,2017,1038.4453781512607,house,Bs.As. G.B.A. Zona Sur,280.0
Esteban Echeverría,6,2015,2142.8571428571427,store,Bs.As. G.B.A. Zona Sur,140.0
Esteban Echeverría,7,2015,2142.8571428571427,store,Bs.As. G.B.A. Zona Sur,140.0
Esteban Echeverría,8,2015,2142.8571428571427,store,Bs.As. G.B.A. Zona Sur,140.0
Esteban Echeverría,9,2015,2142.8571428571427,store,Bs.As. G.B.A. Zona Sur,140.0
Esteban Echeverría,10,2015,2142.8571428571427,store,Bs.As. G.B.A. Zona Sur,140.0
Esteban Echeverría,11,2015,2142.8571428571427,store,Bs.As. G.B.A. Zona Sur,140.0
Esteban Echeverría,12,2015,2142.8571428571427,store,Bs.As. G.B.A. Zona Sur,140.0
Exaltación de la Cruz,8,2013,836.965811965812,apartment,Buenos Aires Interior,212.5
Exaltación de la Cruz,9,2013,836.965811965812,apartment,Buenos Aires Interior,212.5
Exaltación de la Cruz,10,2013,888.3547008547009,apartment,Buenos Aires Interior,212.5
Exaltación de la Cruz,11,2013,990.0,apartment,Buenos Aires Interior,107.0
Exaltación de la Cruz,12,2013,990.0,apartment,Buenos Aires Interior,107.0
Exaltación de la Cruz,1,2014,990.0,apartment,Buenos Aires Interior,107.0
Exaltación de la Cruz,2,2014,989.5794392523363,apartment,Buenos Aires Interior,109.5
Exaltación de la Cruz,3,2014,990.0,apartment,Buenos Aires Interior,107.0
Exaltación de la Cruz,4,2014,989.5794392523363,apartment,Buenos Aires Interior,135.0
Exaltación de la Cruz,5,2014,7.96,apartment,Buenos Aires Interior,5000.0
Exaltación de la Cruz,6,2014,7.96,apartment,Buenos Aires Interior,5000.0
Exaltación de la Cruz,5,2016,400.0,apartment,Buenos Aires Interior,250.0
Exaltación de la Cruz,6,2016,400.0,apartment,Buenos Aires Interior,250.0
Exaltación de la Cruz,8,2013,1033.3333333333335,house,Buenos Aires Interior,185.0
Exaltación de la Cruz,9,2013,1033.3333333333335,house,Buenos Aires Interior,185.0
Exaltación de la Cruz,10,2013,1076.8115942028985,house,Buenos Aires Interior,185.0
Exaltación de la Cruz,11,2013,1033.3333333333335,house,Buenos Aires Interior,185.0
Exaltación de la Cruz,12,2013,1000.0,house,Buenos Aires Interior,185.0
Exaltación de la Cruz,1,2014,1000.0,house,Buenos Aires Interior,177.5
Exaltación de la Cruz,2,2014,1077.5862068965516,house,Buenos Aires Interior,172.0
Exaltación de la Cruz,3,2014,727.2727272727273,house,Buenos Aires Interior,211.0
Exaltación de la Cruz,4,2014,554.4910179640718,house,Buenos Aires Interior,327.5
Exaltación de la Cruz,5,2014,727.2727272727273,house,Buenos Aires Interior,310.0
Exaltación de la Cruz,6,2014,791.6666666666665,house,Buenos Aires Interior,325.0
Exaltación de la Cruz,7,2014,1034.0,house,Buenos Aires Interior,220.0
Exaltación de la Cruz,8,2014,988.0,house,Buenos Aires Interior,190.0
Exaltación de la Cruz,9,2014,95.45454545454544,house,Buenos Aires Interior,2000.0
Exaltación de la Cruz,10,2014,95.45454545454544,house,Buenos Aires Interior,2000.0
Exaltación de la Cruz,11,2014,95.45454545454544,house,Buenos Aires Interior,2000.0
Exaltación de la Cruz,12,2014,95.45454545454544,house,Buenos Aires Interior,2000.0
Exaltación de la Cruz,1,2015,95.45454545454544,house,Buenos Aires Interior,2000.0
Exaltación de la Cruz,2,2015,97.72727272727272,house,Buenos Aires Interior,1750.0
Exaltación de la Cruz,3,2015,97.72727272727272,house,Buenos Aires Interior,1750.0
Exaltación de la Cruz,4,2015,106.21951219512196,house,Buenos Aires Interior,1900.0
Exaltación de la Cruz,5,2015,106.21951219512196,house,Buenos Aires Interior,1900.0
Exaltación de la Cruz,6,2015,95.45454545454544,house,Buenos Aires Interior,2500.0
Exaltación de la Cruz,7,2015,112.5,house,Buenos Aires Interior,1350.0
Exaltación de la Cruz,8,2015,78.33333333333334,house,Buenos Aires Interior,2350.0
Exaltación de la Cruz,9,2015,80.0,house,Buenos Aires Interior,2200.0
Exaltación de la Cruz,10,2015,85.0,house,Buenos Aires Interior,2100.0
Exaltación de la Cruz,11,2015,83.33333333333333,house,Buenos Aires Interior,2200.0
Exaltación de la Cruz,12,2015,83.33333333333333,house,Buenos Aires Interior,2200.0
Exaltación de la Cruz,1,2016,58.33333333333334,house,Buenos Aires Interior,1500.0
Exaltación de la Cruz,2,2016,79.33333333333333,house,Buenos Aires Interior,1495.0
Exaltación de la Cruz,3,2016,71.33333333333334,house,Buenos Aires Interior,1497.5
Exaltación de la Cruz,4,2016,156.14583333333331,house,Buenos Aires Interior,1227.5
Exaltación de la Cruz,5,2016,248.9583333333333,house,Buenos Aires Interior,1100.0
Exaltación de la Cruz,6,2016,248.9583333333333,house,Buenos Aires Interior,1100.0
Exaltación de la Cruz,7,2016,248.9583333333333,house,Buenos Aires Interior,1100.0
Exaltación de la Cruz,8,2016,156.14583333333331,house,Buenos Aires Interior,1300.0
Exaltación de la Cruz,9,2016,63.33333333333334,house,Buenos Aires Interior,1500.0
Exaltación de la Cruz,10,2016,76.02083333333333,house,Buenos Aires Interior,1550.0
Exaltación de la Cruz,11,2016,40.61904761904761,house,Buenos Aires Interior,3425.0
Exaltación de la Cruz,12,2016,28.57142857142857,house,Buenos Aires Interior,5250.0
Exaltación de la Cruz,1,2017,40.61904761904761,house,Buenos Aires Interior,3425.0
Exaltación de la Cruz,2,2017,52.66666666666666,house,Buenos Aires Interior,1600.0
Exaltación de la Cruz,3,2017,99.375,house,Buenos Aires Interior,1500.0
Exaltación de la Cruz,4,2017,99.375,house,Buenos Aires Interior,1500.0
Exaltación de la Cruz,5,2017,59.16666666666667,house,Buenos Aires Interior,1500.0
Exaltación de la Cruz,6,2017,52.17391304347826,house,Buenos Aires Interior,1600.0
Exaltación de la Cruz,7,2017,52.17391304347826,house,Buenos Aires Interior,1500.0
Exaltación de la Cruz,4,2017,1542.2885572139303,store,Buenos Aires Interior,201.0
Exaltación de la Cruz,5,2017,1542.2885572139303,store,Buenos Aires Interior,201.0
Exaltación de la Cruz,6,2017,1542.2885572139303,store,Buenos Aires Interior,201.0
Exaltación de la Cruz,7,2017,1542.2885572139303,store,Buenos Aires Interior,201.0
Ezeiza,8,2015,2142.8571428571427,PH,Bs.As. G.B.A. Zona Sur,350.0
Ezeiza,9,2015,22285.714285714286,PH,Bs.As. G.B.A. Zona Sur,35.0
Ezeiza,10,2015,22285.714285714286,PH,Bs.As. G.B.A. Zona Sur,35.0
Ezeiza,11,2015,1042.1052631578948,PH,Bs.As. G.B.A. Zona Sur,95.0
Ezeiza,12,2015,22285.714285714286,PH,Bs.As. G.B.A. Zona Sur,35.0
Ezeiza,3,2017,1850.0,PH,Bs.As. G.B.A. Zona Sur,52.5
Ezeiza,4,2017,1850.0,PH,Bs.As. G.B.A. Zona Sur,52.5
Ezeiza,5,2017,1850.0,PH,Bs.As. G.B.A. Zona Sur,52.5
Ezeiza,6,2017,1850.0,PH,Bs.As. G.B.A. Zona Sur,52.5
Ezeiza,7,2017,1850.0,PH,Bs.As. G.B.A. Zona Sur,52.5
Ezeiza,8,2013,918.75,apartment,Bs.As. G.B.A. Zona Sur,77.0
Ezeiza,9,2013,918.75,apartment,Bs.As. G.B.A. Zona Sur,77.0
Ezeiza,10,2013,900.0,apartment,Bs.As. G.B.A. Zona Sur,80.0
Ezeiza,11,2013,1332.8758445945946,apartment,Bs.As. G.B.A. Zona Sur,87.5
Ezeiza,12,2013,1332.8758445945946,apartment,Bs.As. G.B.A. Zona Sur,87.5
Ezeiza,1,2014,3728.0701754385973,apartment,Bs.As. G.B.A. Zona Sur,87.5
Ezeiza,2,2014,3728.0701754385973,apartment,Bs.As. G.B.A. Zona Sur,87.5
Ezeiza,3,2014,3728.0701754385973,apartment,Bs.As. G.B.A. Zona Sur,87.5
Ezeiza,4,2014,900.0,apartment,Bs.As. G.B.A. Zona Sur,200.0
Ezeiza,5,2014,1616.1616161616162,apartment,Bs.As. G.B.A. Zona Sur,99.0
Ezeiza,6,2014,1769.018308080808,apartment,Bs.As. G.B.A. Zona Sur,94.5
Ezeiza,7,2014,1769.018308080808,apartment,Bs.As. G.B.A. Zona Sur,81.5
Ezeiza,8,2014,1776.3157894736844,apartment,Bs.As. G.B.A. Zona Sur,76.0
Ezeiza,9,2014,1222.2222222222224,apartment,Bs.As. G.B.A. Zona Sur,114.0
Ezeiza,10,2014,1222.2222222222224,apartment,Bs.As. G.B.A. Zona Sur,114.0
Ezeiza,11,2014,1222.2222222222224,apartment,Bs.As. G.B.A. Zona Sur,114.0
Ezeiza,12,2014,1222.2222222222224,apartment,Bs.As. G.B.A. Zona Sur,114.0
Ezeiza,1,2015,1222.2222222222224,apartment,Bs.As. G.B.A. Zona Sur,114.0
Ezeiza,2,2015,1222.2222222222224,apartment,Bs.As. G.B.A. Zona Sur,114.0
Ezeiza,3,2015,1222.2222222222224,apartment,Bs.As. G.B.A. Zona Sur,114.0
Ezeiza,4,2015,1616.1616161616162,apartment,Bs.As. G.B.A. Zona Sur,85.0
Ezeiza,5,2015,1616.1616161616162,apartment,Bs.As. G.B.A. Zona Sur,85.0
Ezeiza,6,2015,1616.1616161616162,apartment,Bs.As. G.B.A. Zona Sur,85.0
Ezeiza,7,2015,1111.111111111111,apartment,Bs.As. G.B.A. Zona Sur,114.0
Ezeiza,8,2015,1687.5,apartment,Bs.As. G.B.A. Zona Sur,85.0
Ezeiza,9,2015,1222.2222222222224,apartment,Bs.As. G.B.A. Zona Sur,95.0
Ezeiza,10,2015,1295.3216374269007,apartment,Bs.As. G.B.A. Zona Sur,92.5
Ezeiza,11,2015,1500.0,apartment,Bs.As. G.B.A. Zona Sur,64.0
Ezeiza,12,2015,1923.0769230769226,apartment,Bs.As. G.B.A. Zona Sur,76.0
Ezeiza,1,2016,10000.0,apartment,Bs.As. G.B.A. Zona Sur,65.0
Ezeiza,2,2016,10000.0,apartment,Bs.As. G.B.A. Zona Sur,65.0
Ezeiza,3,2016,1884.276437847866,apartment,Bs.As. G.B.A. Zona Sur,65.0
Ezeiza,4,2016,1751.700680272109,apartment,Bs.As. G.B.A. Zona Sur,65.0
Ezeiza,5,2016,1666.666666666667,apartment,Bs.As. G.B.A. Zona Sur,66.0
Ezeiza,6,2016,1894.7368421052633,apartment,Bs.As. G.B.A. Zona Sur,76.0
Ezeiza,7,2016,1894.7368421052633,apartment,Bs.As. G.B.A. Zona Sur,76.0
Ezeiza,8,2016,1836.7346938775506,apartment,Bs.As. G.B.A. Zona Sur,76.0
Ezeiza,9,2016,2225.2747252747254,apartment,Bs.As. G.B.A. Zona Sur,76.0
Ezeiza,10,2016,2142.8571428571427,apartment,Bs.As. G.B.A. Zona Sur,73.0
Ezeiza,11,2016,2142.8571428571427,apartment,Bs.As. G.B.A. Zona Sur,73.0
Ezeiza,12,2016,2051.2820512820513,apartment,Bs.As. G.B.A. Zona Sur,73.0
Ezeiza,1,2017,5085.824493731918,apartment,Bs.As. G.B.A. Zona Sur,70.0
Ezeiza,2,2017,7857.923497267759,apartment,Bs.As. G.B.A. Zona Sur,76.0
Ezeiza,3,2017,2000.0,apartment,Bs.As. G.B.A. Zona Sur,77.0
Ezeiza,4,2017,1625.0,apartment,Bs.As. G.B.A. Zona Sur,80.0
Ezeiza,5,2017,1698.7912087912086,apartment,Bs.As. G.B.A. Zona Sur,76.0
Ezeiza,6,2017,1701.1538461538462,apartment,Bs.As. G.B.A. Zona Sur,76.0
Ezeiza,7,2017,1750.0,apartment,Bs.As. G.B.A. Zona Sur,76.0
Ezeiza,8,2013,1626.5060240963855,house,Bs.As. G.B.A. Zona Sur,100.0
Ezeiza,9,2013,1688.2530120481929,house,Bs.As. G.B.A. Zona Sur,100.0
Ezeiza,10,2013,1750.0,house,Bs.As. G.B.A. Zona Sur,100.0
Ezeiza,11,2013,3500.0,house,Bs.As. G.B.A. Zona Sur,100.0
Ezeiza,12,2013,3400.0,house,Bs.As. G.B.A. Zona Sur,110.0
Ezeiza,1,2014,3100.0,house,Bs.As. G.B.A. Zona Sur,105.0
Ezeiza,2,2014,2550.0,house,Bs.As. G.B.A. Zona Sur,110.0
Ezeiza,3,2014,2550.0,house,Bs.As. G.B.A. Zona Sur,100.0
Ezeiza,4,2014,833.3333333333335,house,Bs.As. G.B.A. Zona Sur,300.0
Ezeiza,5,2014,903.3385093167701,house,Bs.As. G.B.A. Zona Sur,300.0
Ezeiza,6,2014,903.3385093167701,house,Bs.As. G.B.A. Zona Sur,306.0
Ezeiza,7,2014,1216.6666666666667,house,Bs.As. G.B.A. Zona Sur,197.0
Ezeiza,8,2014,1065.8385093167701,house,Bs.As. G.B.A. Zona Sur,250.0
Ezeiza,9,2014,500.0,house,Bs.As. G.B.A. Zona Sur,600.0
Ezeiza,10,2014,406.9767441860465,house,Bs.As. G.B.A. Zona Sur,800.0
Ezeiza,11,2014,435.41666666666663,house,Bs.As. G.B.A. Zona Sur,739.0
Ezeiza,12,2014,420.1550387596899,house,Bs.As. G.B.A. Zona Sur,799.0
Ezeiza,1,2015,383.75402674197966,house,Bs.As. G.B.A. Zona Sur,800.0
Ezeiza,2,2015,435.41666666666663,house,Bs.As. G.B.A. Zona Sur,800.0
Ezeiza,3,2015,405.36337209302326,house,Bs.As. G.B.A. Zona Sur,800.0
Ezeiza,4,2015,396.875,house,Bs.As. G.B.A. Zona Sur,450.0
Ezeiza,5,2015,419.64285714285717,house,Bs.As. G.B.A. Zona Sur,473.0
Ezeiza,6,2015,430.9523809523809,house,Bs.As. G.B.A. Zona Sur,550.0
Ezeiza,7,2015,500.0,house,Bs.As. G.B.A. Zona Sur,600.0
Ezeiza,8,2015,403.75,house,Bs.As. G.B.A. Zona Sur,640.0
Ezeiza,9,2015,580.0,house,Bs.As. G.B.A. Zona Sur,330.0
Ezeiza,10,2015,601.1111111111111,house,Bs.As. G.B.A. Zona Sur,330.0
Ezeiza,11,2015,702.5974025974026,house,Bs.As. G.B.A. Zona Sur,300.0
Ezeiza,12,2015,578.4615384615385,house,Bs.As. G.B.A. Zona Sur,350.0
Ezeiza,1,2016,693.8918464555898,house,Bs.As. G.B.A. Zona Sur,402.0
Ezeiza,2,2016,663.43669250646,house,Bs.As. G.B.A. Zona Sur,402.0
Ezeiza,3,2016,722.2222222222223,house,Bs.As. G.B.A. Zona Sur,300.0
Ezeiza,4,2016,740.7407407407408,house,Bs.As. G.B.A. Zona Sur,268.0
Ezeiza,5,2016,738.4615384615387,house,Bs.As. G.B.A. Zona Sur,300.0
Ezeiza,6,2016,775.0,house,Bs.As. G.B.A. Zona Sur,250.0
Ezeiza,7,2016,775.0,house,Bs.As. G.B.A. Zona Sur,250.0
Ezeiza,8,2016,825.0,house,Bs.As. G.B.A. Zona Sur,238.0
Ezeiza,9,2016,1000.0,house,Bs.As. G.B.A. Zona Sur,226.0
Ezeiza,10,2016,850.0,house,Bs.As. G.B.A. Zona Sur,260.0
Ezeiza,11,2016,1014.171974522293,house,Bs.As. G.B.A. Zona Sur,255.0
Ezeiza,12,2016,1024.5901639344265,house,Bs.As. G.B.A. Zona Sur,260.0
Ezeiza,1,2017,429.62962962962956,house,Bs.As. G.B.A. Zona Sur,300.0
Ezeiza,2,2017,405.0,house,Bs.As. G.B.A. Zona Sur,600.0
Ezeiza,3,2017,741.0458234181463,house,Bs.As. G.B.A. Zona Sur,300.0
Ezeiza,4,2017,625.0,house,Bs.As. G.B.A. Zona Sur,400.0
Ezeiza,5,2017,921.0526315789474,house,Bs.As. G.B.A. Zona Sur,300.0
Ezeiza,6,2017,1024.5901639344265,house,Bs.As. G.B.A. Zona Sur,300.0
Ezeiza,7,2017,904.9707602339181,house,Bs.As. G.B.A. Zona Sur,285.0
Ezeiza,4,2015,606.9444444444443,store,Bs.As. G.B.A. Zona Sur,256.0
Ezeiza,5,2015,450.0,store,Bs.As. G.B.A. Zona Sur,440.0
Ezeiza,10,2015,474.57627118644064,store,Bs.As. G.B.A. Zona Sur,590.0
Ezeiza,11,2015,478.57142857142856,store,Bs.As. G.B.A. Zona Sur,590.0
Ezeiza,12,2015,476.5738498789346,store,Bs.As. G.B.A. Zona Sur,645.0
Ezeiza,1,2016,432.2033898305085,store,Bs.As. G.B.A. Zona Sur,590.0
Ezeiza,2,2016,432.2033898305085,store,Bs.As. G.B.A. Zona Sur,590.0
Ezeiza,3,2016,432.2033898305085,store,Bs.As. G.B.A. Zona Sur,590.0
Ezeiza,8,2016,2713.414634146341,store,Bs.As. G.B.A. Zona Sur,164.0
Ezeiza,9,2016,2713.414634146341,store,Bs.As. G.B.A. Zona Sur,164.0
Ezeiza,10,2016,2713.414634146341,store,Bs.As. G.B.A. Zona Sur,164.0
Ezeiza,11,2016,2713.414634146341,store,Bs.As. G.B.A. Zona Sur,164.0
Ezeiza,12,2016,2146.181001283697,store,Bs.As. G.B.A. Zona Sur,110.5
Ezeiza,1,2017,1578.947368421053,store,Bs.As. G.B.A. Zona Sur,160.0
Ezeiza,2,2017,1146.6165413533836,store,Bs.As. G.B.A. Zona Sur,162.0
Ezeiza,3,2017,714.2857142857142,store,Bs.As. G.B.A. Zona Sur,160.0
Ezeiza,4,2017,714.2857142857142,store,Bs.As. G.B.A. Zona Sur,160.0
Ezeiza,5,2017,1136.986301369863,store,Bs.As. G.B.A. Zona Sur,160.0
Ezeiza,6,2017,1146.6165413533836,store,Bs.As. G.B.A. Zona Sur,160.0
Ezeiza,7,2017,1578.947368421053,store,Bs.As. G.B.A. Zona Sur,160.0
Florencio Varela,11,2013,9300.0,PH,Bs.As. G.B.A. Zona Sur,100.0
Florencio Varela,12,2013,9300.0,PH,Bs.As. G.B.A. Zona Sur,100.0
Florencio Varela,1,2014,9300.0,PH,Bs.As. G.B.A. Zona Sur,100.0
Florencio Varela,2,2014,9300.0,PH,Bs.As. G.B.A. Zona Sur,100.0
Florencio Varela,3,2014,9300.0,PH,Bs.As. G.B.A. Zona Sur,100.0
Florencio Varela,4,2014,9300.0,PH,Bs.As. G.B.A. Zona Sur,100.0
Florencio Varela,5,2014,9300.0,PH,Bs.As. G.B.A. Zona Sur,100.0
Florencio Varela,6,2014,9300.0,PH,Bs.As. G.B.A. Zona Sur,100.0
Florencio Varela,7,2014,9300.0,PH,Bs.As. G.B.A. Zona Sur,100.0
Florencio Varela,8,2014,9300.0,PH,Bs.As. G.B.A. Zona Sur,100.0
Florencio Varela,6,2015,3525.7936507936506,PH,Bs.As. G.B.A. Zona Sur,88.5
Florencio Varela,8,2015,183.3333333333333,PH,Bs.As. G.B.A. Zona Sur,300.0
Florencio Varela,9,2015,183.3333333333333,PH,Bs.As. G.B.A. Zona Sur,300.0
Florencio Varela,8,2016,301.5075376884422,PH,Bs.As. G.B.A. Zona Sur,398.0
Florencio Varela,9,2016,301.5075376884422,PH,Bs.As. G.B.A. Zona Sur,398.0
Florencio Varela,10,2016,301.5075376884422,PH,Bs.As. G.B.A. Zona Sur,398.0
Florencio Varela,11,2016,301.5075376884422,PH,Bs.As. G.B.A. Zona Sur,398.0
Florencio Varela,12,2016,301.5075376884422,PH,Bs.As. G.B.A. Zona Sur,398.0
Florencio Varela,1,2017,301.5075376884422,PH,Bs.As. G.B.A. Zona Sur,398.0
Florencio Varela,2,2017,301.5075376884422,PH,Bs.As. G.B.A. Zona Sur,398.0
Florencio Varela,5,2017,1171.875,PH,Bs.As. G.B.A. Zona Sur,64.0
Florencio Varela,6,2017,1171.875,PH,Bs.As. G.B.A. Zona Sur,64.0
Florencio Varela,7,2017,736.6912688442211,PH,Bs.As. G.B.A. Zona Sur,231.0
Florencio Varela,8,2013,1154.1666666666667,apartment,Bs.As. G.B.A. Zona Sur,56.0
Florencio Varela,9,2013,1154.1666666666667,apartment,Bs.As. G.B.A. Zona Sur,56.0
Florencio Varela,10,2013,1025.6410256410256,apartment,Bs.As. G.B.A. Zona Sur,60.0
Florencio Varela,11,2013,1483.333333333333,apartment,Bs.As. G.B.A. Zona Sur,60.0
Florencio Varela,12,2013,1483.333333333333,apartment,Bs.As. G.B.A. Zona Sur,60.0
Florencio Varela,1,2014,1483.333333333333,apartment,Bs.As. G.B.A. Zona Sur,60.0
Florencio Varela,2,2014,1483.333333333333,apartment,Bs.As. G.B.A. Zona Sur,60.0
Florencio Varela,3,2014,1483.333333333333,apartment,Bs.As. G.B.A. Zona Sur,60.0
Florencio Varela,4,2014,1483.333333333333,apartment,Bs.As. G.B.A. Zona Sur,60.0
Florencio Varela,5,2014,1600.0,apartment,Bs.As. G.B.A. Zona Sur,60.0
Florencio Varela,6,2014,1600.0,apartment,Bs.As. G.B.A. Zona Sur,60.0
Florencio Varela,7,2014,1662.5,apartment,Bs.As. G.B.A. Zona Sur,56.0
Florencio Varela,8,2014,1725.0,apartment,Bs.As. G.B.A. Zona Sur,52.0
Florencio Varela,9,2014,2307.692307692308,apartment,Bs.As. G.B.A. Zona Sur,52.0
Florencio Varela,10,2014,2307.692307692308,apartment,Bs.As. G.B.A. Zona Sur,52.0
Florencio Varela,11,2014,2307.692307692308,apartment,Bs.As. G.B.A. Zona Sur,52.0
Florencio Varela,12,2014,2307.692307692308,apartment,Bs.As. G.B.A. Zona Sur,52.0
Florencio Varela,1,2015,2307.692307692308,apartment,Bs.As. G.B.A. Zona Sur,52.0
Florencio Varela,2,2015,2396.2703962703963,apartment,Bs.As. G.B.A. Zona Sur,52.0
Florencio Varela,3,2015,2396.2703962703963,apartment,Bs.As. G.B.A. Zona Sur,52.0
Florencio Varela,4,2015,2396.2703962703963,apartment,Bs.As. G.B.A. Zona Sur,52.0
Florencio Varela,5,2015,2396.2703962703963,apartment,Bs.As. G.B.A. Zona Sur,52.0
Florencio Varela,6,2015,2307.692307692308,apartment,Bs.As. G.B.A. Zona Sur,47.5
Florencio Varela,7,2015,2642.4242424242425,apartment,Bs.As. G.B.A. Zona Sur,54.0
Florencio Varela,8,2015,1176.4705882352941,apartment,Bs.As. G.B.A. Zona Sur,50.0
Florencio Varela,9,2015,2484.848484848485,apartment,Bs.As. G.B.A. Zona Sur,75.0
Florencio Varela,10,2015,2484.848484848485,apartment,Bs.As. G.B.A. Zona Sur,33.0
Florencio Varela,11,2015,2484.848484848485,apartment,Bs.As. G.B.A. Zona Sur,33.0
Florencio Varela,12,2015,1878.787878787879,apartment,Bs.As. G.B.A. Zona Sur,33.0
Florencio Varela,1,2016,1272.7272727272727,apartment,Bs.As. G.B.A. Zona Sur,33.0
Florencio Varela,2,2016,1272.7272727272727,apartment,Bs.As. G.B.A. Zona Sur,33.0
Florencio Varela,5,2016,1063.8297872340424,apartment,Bs.As. G.B.A. Zona Sur,47.0
Florencio Varela,6,2016,1063.8297872340424,apartment,Bs.As. G.B.A. Zona Sur,47.0
Florencio Varela,7,2016,1063.8297872340424,apartment,Bs.As. G.B.A. Zona Sur,47.0
Florencio Varela,8,2016,1063.8297872340424,apartment,Bs.As. G.B.A. Zona Sur,47.0
Florencio Varela,9,2016,1063.8297872340424,apartment,Bs.As. G.B.A. Zona Sur,47.0
Florencio Varela,10,2016,1237.7972465581977,apartment,Bs.As. G.B.A. Zona Sur,66.0
Florencio Varela,11,2016,1237.7972465581977,apartment,Bs.As. G.B.A. Zona Sur,66.0
Florencio Varela,12,2016,1411.764705882353,apartment,Bs.As. G.B.A. Zona Sur,85.0
Florencio Varela,1,2017,1475.1131221719456,apartment,Bs.As. G.B.A. Zona Sur,55.5
Florencio Varela,2,2017,1475.1131221719456,apartment,Bs.As. G.B.A. Zona Sur,55.5
Florencio Varela,3,2017,1475.1131221719456,apartment,Bs.As. G.B.A. Zona Sur,55.5
Florencio Varela,4,2017,1475.1131221719456,apartment,Bs.As. G.B.A. Zona Sur,55.5
Florencio Varela,5,2017,1538.4615384615383,apartment,Bs.As. G.B.A. Zona Sur,64.0
Florencio Varela,6,2017,1538.4615384615383,apartment,Bs.As. G.B.A. Zona Sur,64.0
Florencio Varela,7,2017,2053.5714285714284,apartment,Bs.As. G.B.A. Zona Sur,47.0
Florencio Varela,8,2013,437.5,house,Bs.As. G.B.A. Zona Sur,90.0
Florencio Varela,9,2013,440.9722222222223,house,Bs.As. G.B.A. Zona Sur,90.0
